title,number,created_at,closed_at,labels,state,municipio,month,day,year,format_date_closed,format_date_created,week
Coleta de dados de Licitações e Contratos do portal de transparência da prefeitura de Uberlândia.,538,2021-07-06 14:22:30,0,externa [B] Iframe Coleta,open,Uberlândia,7,6,2021,1/1970,7/2021,00
Coleta de dados de despesas do portal de transparência da prefeitura de Uberlândia.,537,2021-07-06 13:47:58,0,externa [B] Iframe Realização F01 Coleta,open,Uberlândia,7,6,2021,1/1970,7/2021,00
Coleta de dados de licitações de Paracatu,644,2021-07-21 16:47:03,0,Alta externa [B] Download Dinâmico Realização F01 Coleta,open,Paracatu,7,21,2021,1/1970,7/2021,00
Coleta de Despesas - Relatórios e Contas Públicas - Campos Gerais,1642,2022-02-14 19:24:46,0,Realização F01 Coleta,open,Campos Gerais,2,14,2022,1/1970,2/2022,00
Coleta de Despesas - Leis Orçamentárias - Sacramento,1567,2022-02-10 23:13:20,0,Realização F01 Coleta,open,Sacramento,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Itatiaiuçu,1560,2022-02-10 23:06:47,0,Realização F01 Coleta,open,Itatiaiuçu,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Sarzedo,1559,2022-02-10 23:06:46,0,Realização F01 Coleta,open,Sarzedo,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Ijaci,1558,2022-02-10 23:06:44,0,Realização F01 Coleta,open,Ijaci,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Itaguara,1557,2022-02-10 23:06:43,0,Realização F01 Coleta,open,Itaguara,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Mantena,1556,2022-02-10 23:06:42,0,Realização F01 Coleta,open,Mantena,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Paraguaçu,1555,2022-02-10 23:02:42,0,Realização F01 Coleta,open,Paraguaçu,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Raposos,1554,2022-02-10 23:02:40,0,Realização F01 Coleta,open,Raposos,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Rio Casca,1553,2022-02-10 23:02:39,0,Realização F01 Coleta,open,Rio Casca,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Rio Doce,1552,2022-02-10 23:02:38,0,Realização F01 Coleta,open,Rio Doce,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - São José da Barra,1551,2022-02-10 23:02:37,0,Realização F01 Coleta,open,São José da Barra,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Alterosa,1550,2022-02-10 23:02:35,0,Realização F01 Coleta,open,Alterosa,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Formiga,1549,2022-02-10 23:02:34,0,Realização F01 Coleta,open,Formiga,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Congonhas,1548,2022-02-10 23:02:33,0,Realização F01 Coleta,open,Congonhas,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Cataguases,1547,2022-02-10 23:02:32,0,Realização F01 Coleta,open,Cataguases,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Lagoa da Prata,1546,2022-02-10 23:02:30,0,Realização F01 Coleta,open,Lagoa da Prata,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Botelhos,1545,2022-02-10 23:02:29,0,Realização F01 Coleta,open,Botelhos,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - São Sebastião do Oeste,1544,2022-02-10 23:02:28,0,Realização F01 Coleta,open,São Sebastião do Oeste,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Bandeira do Sul,1543,2022-02-10 23:02:27,0,Realização F01 Coleta,open,Bandeira do Sul,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Sacramento,1542,2022-02-10 23:02:25,0,Realização F01 Coleta,open,Sacramento,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Luz,1541,2022-02-10 23:02:24,0,Realização F01 Coleta,open,Luz,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Santo Antônio do Monte,1540,2022-02-10 23:02:22,0,Realização F01 Coleta,open,Santo Antônio do Monte,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Mariana,1539,2022-02-10 23:02:21,0,Realização F01 Coleta,open,Mariana,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Itapeva,1538,2022-02-10 23:02:20,0,Realização F01 Coleta,open,Itapeva,2,10,2022,1/1970,2/2022,00
Coleta de Despesas - Relatórios e Contas Públicas - Cláudio,1537,2022-02-10 23:02:19,0,Realização F01 Coleta,open,Cláudio,2,10,2022,1/1970,2/2022,00
Coleta de Licitações (2021 a 2018) - Guanhães,1444,2022-02-03 01:37:32,0,Realização F01 Coleta,open,Guanhães,2,3,2022,1/1970,2/2022,00
Coleta de Licitações (2015 a 2013) - Lassance,1443,2022-02-03 01:34:31,0,Realização F01 Coleta,open,Lassance,2,3,2022,1/1970,2/2022,00
Coleta de Licitações (2018 a 2016) - Lassance,1442,2022-02-03 01:32:57,0,Realização F01 Coleta,open,Lassance,2,3,2022,1/1970,2/2022,00
Coleta de Licitações (2021 a 2019) - Lassance,1441,2022-02-03 01:31:37,0,Realização F01 Coleta,open,Lassance,2,3,2022,1/1970,2/2022,00
Coleta de Licitações (2013 a 2015) - Vespasiano,1440,2022-02-03 01:29:08,0,Realização F01 Coleta,open,Vespasiano,2,3,2022,1/1970,2/2022,00
Coleta de Licitações (2018 a 2016) - Vespasiano,1439,2022-02-02 22:03:28,0,Realização F01 Coleta,open,Vespasiano,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2021 a 2019) - Vespasiano,1438,2022-02-02 22:02:29,0,Realização F01 Coleta,open,Vespasiano,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2015 a 2013) - Serranos,1437,2022-02-02 01:13:03,0,Realização F01 Coleta,open,Serranos,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2018 a 2016) - Serranos,1436,2022-02-02 01:12:01,0,Realização F01 Coleta,open,Serranos,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2021 a 2019) - Serranos,1435,2022-02-02 01:10:38,0,Realização F01 Coleta,open,Serranos,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2015 a 2013) - Virgínia,1434,2022-02-02 01:02:35,0,Realização F01 Coleta,open,Virgínia,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2018 a 2016) - Virgínia,1433,2022-02-02 01:00:48,0,Realização F01 Coleta,open,Virgínia,2,2,2022,1/1970,2/2022,00
Coleta de Licitações (2021 a 2019) - Virgínia,1432,2022-02-01 22:46:41,0,Realização F01 Coleta,open,Virgínia,2,1,2022,1/1970,2/2022,00
Coleta de Licitações - Guaraciama,1117,2021-12-16 23:43:04,0,Realização F01 Coleta,open,Guaraciama,12,16,2021,1/1970,12/2021,00
Coleta de Licitações - Guaraciama,1118,2021-12-16 23:43:09,2022-01-13 22:59:28,Realização F01 Coleta,closed,Guaraciama,12,16,2021,1/2022,12/2021,02
Coleta de Licitações de Varginha,885,2021-11-09 00:41:16,0,Realização F01 Coleta,open,Varginha,11,9,2021,1/1970,11/2021,00
Coleta de dados de Leis Orçamentárias de Juiz de Fora,866,2021-11-01 14:35:19,0,externa Realização F01 Coleta,open,Juiz de Fora,11,1,2021,1/1970,11/2021,00
Coleta de Despesas (Empenhos) - Guarará,1651,2022-02-17 14:00:47,0,Realização F01 Coleta,open,Guarará,2,17,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Fervedouro,1650,2022-02-17 13:58:18,0,Realização F01 Coleta,open,Fervedouro,2,17,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Aiuruoca,1649,2022-02-17 13:36:42,0,Realização F01 Coleta,open,Aiuruoca,2,17,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - São Lourenço,1648,2022-02-17 13:32:43,0,Realização F01 Coleta,open,São Lourenço,2,17,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - São Lourenço,1647,2022-02-17 13:30:45,0,Realização F01 Coleta,open,São Lourenço,2,17,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Maripá de Minas,1644,2022-02-17 13:22:52,0,Realização F01 Coleta,open,Maripá de Minas,2,17,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Teixeiras,1639,2022-02-11 01:22:27,0,Realização F01 Coleta,open,Teixeiras,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Lima Duarte,1638,2022-02-11 01:22:26,0,Realização F01 Coleta,open,Lima Duarte,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Ibertioga,1637,2022-02-11 01:22:25,0,Realização F01 Coleta,open,Ibertioga,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Canaã,1636,2022-02-11 01:22:23,0,Realização F01 Coleta,open,Canaã,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Senador Firmino,1635,2022-02-11 01:22:22,0,Realização F01 Coleta,open,Senador Firmino,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Oratórios,1634,2022-02-11 01:22:21,0,Realização F01 Coleta,open,Oratórios,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Carmo de Minas,1633,2022-02-11 01:22:20,0,Realização F01 Coleta,open,Carmo de Minas,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Coronel Pacheco,1632,2022-02-11 01:22:18,0,Realização F01 Coleta,open,Coronel Pacheco,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Senhora dos Remédios,1631,2022-02-11 01:22:17,0,Realização F01 Coleta,open,Senhora dos Remédios,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Chácara,1630,2022-02-11 01:22:16,0,Realização F01 Coleta,open,Chácara,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Tabuleiro,1629,2022-02-11 01:22:15,0,Realização F01 Coleta,open,Tabuleiro,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Pedro Teixeira,1628,2022-02-11 01:19:20,0,Realização F01 Coleta,open,Pedro Teixeira,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Astolfo Dutra,1627,2022-02-11 01:19:19,0,Realização F01 Coleta,open,Astolfo Dutra,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Andrelândia,1626,2022-02-11 01:19:18,0,Realização F01 Coleta,open,Andrelândia,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Rio Novo,1625,2022-02-11 01:19:16,0,Realização F01 Coleta,open,Rio Novo,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Seritinga,1624,2022-02-11 01:19:15,0,Realização F01 Coleta,open,Seritinga,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Chiador,1623,2022-02-11 01:19:14,0,Realização F01 Coleta,open,Chiador,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Volta Grande,1622,2022-02-11 01:19:12,0,Realização F01 Coleta,open,Volta Grande,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Rochedo de Minas,1621,2022-02-11 01:19:11,0,Realização F01 Coleta,open,Rochedo de Minas,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Minduri,1620,2022-02-11 01:19:10,0,Realização F01 Coleta,open,Minduri,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Paulo Cândido,1619,2022-02-11 01:19:09,0,Realização F01 Coleta,open,Paulo Cândido,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Diogo de Vasconcelos,1618,2022-02-11 01:19:07,0,Realização F01 Coleta,open,Diogo de Vasconcelos,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Olaria,1617,2022-02-11 01:19:06,0,Realização F01 Coleta,open,Olaria,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Estrela Dalva,1616,2022-02-11 01:19:05,0,Realização F01 Coleta,open,Estrela Dalva,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Miraí,1615,2022-02-11 01:16:16,0,Realização F01 Coleta,open,Miraí,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Rio Preto,1614,2022-02-11 01:16:15,0,Realização F01 Coleta,open,Rio Preto,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Santa Rita de Ibitipoca,1613,2022-02-11 01:16:13,0,Realização F01 Coleta,open,Santa Rita de Ibitipoca,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Cipotânea,1612,2022-02-11 01:16:12,0,Realização F01 Coleta,open,Cipotânea,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Santana do Garambéu,1611,2022-02-11 01:16:11,0,Realização F01 Coleta,open,Santana do Garambéu,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Amparo do Serra,1610,2022-02-11 01:16:10,0,Realização F01 Coleta,open,Amparo do Serra,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Toledo,1609,2022-02-11 01:16:08,0,Realização F01 Coleta,open,Toledo,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Madre de Deus de Minas,1608,2022-02-11 01:16:07,0,Realização F01 Coleta,open,Madre de Deus de Minas,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Laranjal,1607,2022-02-11 01:16:06,0,Realização F01 Coleta,open,Laranjal,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Aracitaba,1606,2022-02-11 01:16:05,0,Realização F01 Coleta,open,Aracitaba,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Senhora de Oliveira,1605,2022-02-11 01:16:03,0,Realização F01 Coleta,open,Senhora de Oliveira,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Cruzília,1604,2022-02-11 01:16:02,0,Realização F01 Coleta,open,Cruzília,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Belmiro Braga,1603,2022-02-11 01:16:01,0,Realização F01 Coleta,open,Belmiro Braga,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Bocaina de Minas,1602,2022-02-11 01:15:59,0,Realização F01 Coleta,open,Bocaina de Minas,2,11,2022,1/1970,2/2022,00
Coleta de Despesas (Empenhos) - Arantina,1601,2022-02-11 01:15:58,0,Realização F01 Coleta,open,Arantina,2,11,2022,1/1970,2/2022,00
Coleta de licitações - Madre de Deus de Minas,1164,2022-01-05 15:13:52,0,Realização F01 Coleta,open,Madre de Deus de Minas,1,5,2022,1/1970,1/2022,00
Coleta de licitações - Madre de Deus de Minas,1165,2022-01-05 15:15:28,2022-01-07 13:47:48,Realização F01 Coleta,closed,Madre de Deus de Minas,1,5,2022,1/2022,1/2022,01
Coleta de licitações - Passa Vinte,1103,2021-12-15 23:56:04,0,Realização F01 Coleta,open,Passa Vinte,12,15,2021,1/1970,12/2021,00
Coleta de licitações - Passa Vinte,1104,2021-12-15 23:56:18,2022-01-07 13:42:15,Realização F01 Coleta,closed,Passa Vinte,12,15,2021,1/2022,12/2021,01
Coleta de dados de Relatórios Fiscais de Paracatu,958,2021-11-25 02:03:56,0,externa Realização F01 Coleta,open,Paracatu,11,25,2021,1/1970,11/2021,00
Coleta de dados de Relatórios Fiscais de Paracatu,957,2021-11-25 01:55:39,2021-11-26 18:33:33,externa Realização F01 Coleta,closed,Paracatu,11,25,2021,11/2021,11/2021,47
Coleta de dados das Contas Públicas de Paracatu,955,2021-11-25 01:53:30,0,externa Realização F01 Coleta,open,Paracatu,11,25,2021,1/1970,11/2021,00
Coleta de dados das Contas Públicas de Paracatu,956,2021-11-25 01:53:39,2021-11-26 18:33:57,externa Realização F01 Coleta,closed,Paracatu,11,25,2021,11/2021,11/2021,47
Coleta de Licitações de Elói Mendes,901,2021-11-12 13:10:46,0,externa Realização F01 Coleta,open,Elói Mendes,11,12,2021,1/1970,11/2021,00
Coleta de Despesas - Empenhos Anulados - Patis,1464,2022-02-09 14:15:56,2022-02-17 17:33:50,Realização F01 Coleta,closed,Patis,2,9,2022,2/2022,2/2022,07
Coleta de Despesas - Empenhos Anulados - Berilo,1463,2022-02-09 14:15:55,2022-02-17 17:34:46,Realização F01 Coleta,closed,Berilo,2,9,2022,2/2022,2/2022,07
Coleta de Despesas - Empenhos Anulados - Cachoeira de Pajeú,1462,2022-02-09 14:15:54,2022-02-17 17:36:43,Realização F01 Coleta,closed,Cachoeira de Pajeú,2,9,2022,2/2022,2/2022,07
Coleta de Despesas - Empenhos Anulados - Novorizonte,1461,2022-02-09 14:15:53,2022-02-17 17:36:10,Realização F01 Coleta,closed,Novorizonte,2,9,2022,2/2022,2/2022,07
Coleta de Despesas - Empenhos Anulados - Água Boa,1460,2022-02-09 14:15:51,2022-02-09 15:34:26,Realização F01 Coleta,closed,Água Boa,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Claro dos Poções,1459,2022-02-09 14:15:50,2022-02-17 17:35:45,Realização F01 Coleta,closed,Claro dos Poções,2,9,2022,2/2022,2/2022,07
Coleta de Despesas - Empenhos Anulados - Alvorada de Minas,1458,2022-02-09 14:15:47,2022-02-09 15:31:19,Realização F01 Coleta,closed,Alvorada de Minas,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Gameleiras,1457,2022-02-09 14:15:46,2022-02-09 15:21:11,Realização F01 Coleta,closed,Gameleiras,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Frei Lagonegro,1456,2022-02-09 14:15:45,2022-02-09 14:57:33,Realização F01 Coleta,closed,Frei Lagonegro,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Francisco Badaró,1455,2022-02-09 14:15:43,2022-02-09 14:48:56,Realização F01 Coleta,closed,Francisco Badaró,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Chapada Gaúcha,1454,2022-02-09 14:15:42,2022-02-09 14:40:22,Realização F01 Coleta,closed,Chapada Gaúcha,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Engenheiro Navarro,1453,2022-02-09 14:15:41,2022-02-09 14:39:54,Realização F01 Coleta,closed,Engenheiro Navarro,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Turmalina,1452,2022-02-09 14:15:39,2022-02-09 14:36:50,Realização F01 Coleta,closed,Turmalina,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Presidente Kubitschek,1451,2022-02-09 14:15:37,2022-02-09 14:35:18,Realização F01 Coleta,closed,Presidente Kubitschek,2,9,2022,2/2022,2/2022,06
Coleta de Despesas - Empenhos Anulados - Ibiaí,1450,2022-02-09 14:15:36,2022-02-09 14:31:10,Realização F01 Coleta,closed,Ibiaí,2,9,2022,2/2022,2/2022,06
Coleta de Despesas (Contas Públicas) - Itacarambi,1430,2022-01-30 13:37:52,2022-02-08 18:39:39,Realização F01 Coleta,closed,Itacarambi,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Montezuma,1429,2022-01-30 13:37:51,2022-02-08 18:39:03,Realização F01 Coleta,closed,Montezuma,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Manga,1428,2022-01-30 13:37:50,2022-02-08 18:38:44,Realização F01 Coleta,closed,Manga,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - São João do Pacuí,1427,2022-01-30 13:37:49,2022-02-08 18:38:29,Realização F01 Coleta,closed,São João do Pacuí,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Santo Antônio do Retiro,1426,2022-01-30 13:37:48,2022-02-08 18:37:14,Realização F01 Coleta,closed,Santo Antônio do Retiro,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Veredinha,1425,2022-01-30 13:37:47,2022-02-08 18:36:04,Realização F01 Coleta,closed,Veredinha,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Jenipapo de Minas,1424,2022-01-30 13:36:43,2022-02-08 18:35:40,Realização F01 Coleta,closed,Jenipapo de Minas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Santana do Riacho,1423,2022-01-30 13:36:42,2022-02-08 18:34:53,Realização F01 Coleta,closed,Santana do Riacho,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Padre Carvalho,1422,2022-01-30 13:36:41,2022-02-08 18:34:20,Realização F01 Coleta,closed,Padre Carvalho,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Santo Hipólito,1421,2022-01-30 13:36:39,2022-02-08 18:33:43,Realização F01 Coleta,closed,Santo Hipólito,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Itacambira,1420,2022-01-30 13:36:38,2022-02-08 18:29:26,Realização F01 Coleta,closed,Itacambira,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Mata Verde,1419,2022-01-30 13:36:37,2022-02-08 18:26:59,Realização F01 Coleta,closed,Mata Verde,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Brasília de Minas,1418,2022-01-30 13:36:36,2022-02-08 18:12:31,Realização F01 Coleta,closed,Brasília de Minas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Santa Cruz de Salinas,1417,2022-01-30 13:36:34,2022-02-08 18:11:49,Realização F01 Coleta,closed,Santa Cruz de Salinas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Pedra Azul,1416,2022-01-30 13:36:33,2022-02-08 18:08:59,Realização F01 Coleta,closed,Pedra Azul,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Mato Verde,1415,2022-01-30 13:36:32,2022-02-08 18:07:56,Realização F01 Coleta,closed,Mato Verde,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Couto de Magalhães de Minas,1414,2022-01-30 13:36:31,2022-02-08 18:06:29,Realização F01 Coleta,closed,Couto de Magalhães de Minas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Miravânia,1413,2022-01-30 13:36:29,2022-02-08 18:05:42,Realização F01 Coleta,closed,Miravânia,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Monte Azul,1412,2022-01-30 13:36:28,2022-02-08 18:05:09,Realização F01 Coleta,closed,Monte Azul,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Joaquim Felício,1411,2022-01-30 13:36:27,2022-02-08 18:03:57,Realização F01 Coleta,closed,Joaquim Felício,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Vargem Grande do Rio Pardo,1410,2022-01-30 13:36:26,2022-02-08 18:03:16,Realização F01 Coleta,closed,Vargem Grande do Rio Pardo,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Mário Campos,1409,2022-01-30 13:36:25,2022-02-08 18:02:19,Realização F01 Coleta,closed,Mário Campos,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Coluna,1408,2022-01-30 13:36:23,2022-02-08 18:00:59,Realização F01 Coleta,closed,Coluna,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Serra Azul de Minas,1407,2022-01-30 13:36:22,2022-02-08 17:59:19,Realização F01 Coleta,closed,Serra Azul de Minas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Ladainha,1406,2022-01-30 13:36:21,2022-02-08 17:57:07,Realização F01 Coleta,closed,Ladainha,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Aricanduva,1405,2022-01-30 13:36:20,2022-02-08 17:55:30,Realização F01 Coleta,closed,Aricanduva,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Nova Porteirinha,1404,2022-01-30 13:33:32,2022-02-08 17:54:56,Realização F01 Coleta,closed,Nova Porteirinha,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Rio Pardo de Minas,1403,2022-01-30 13:33:31,2022-02-08 17:54:16,Realização F01 Coleta,closed,Rio Pardo de Minas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Jequitaí,1402,2022-01-30 13:33:30,2022-02-08 17:53:33,Realização F01 Coleta,closed,Jequitaí,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - São João das Missões,1401,2022-01-30 13:33:28,2022-02-08 17:52:57,Realização F01 Coleta,closed,São João das Missões,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Curral de Dentro,1400,2022-01-30 13:33:27,2022-02-08 17:51:51,Realização F01 Coleta,closed,Curral de Dentro,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Lontra,1399,2022-01-30 13:33:26,2022-02-08 17:50:37,Realização F01 Coleta,closed,Lontra,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Capelinha,1398,2022-01-30 13:33:25,2022-02-08 17:49:34,Realização F01 Coleta,closed,Capelinha,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - São Gonçalo do Rio Preto,1397,2022-01-30 13:33:24,2022-02-08 17:48:55,Realização F01 Coleta,closed,São Gonçalo do Rio Preto,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Divisa Alegre,1396,2022-01-30 13:33:22,2022-02-08 17:32:47,Realização F01 Coleta,closed,Divisa Alegre,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Glaucilândia,1395,2022-01-30 13:33:21,2022-02-08 17:33:11,Realização F01 Coleta,closed,Glaucilândia,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Novo Cruzeiro,1394,2022-01-30 13:33:20,2022-02-08 17:32:08,Realização F01 Coleta,closed,Novo Cruzeiro,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Virgem da Lapa,1393,2022-01-30 13:33:18,2022-02-08 17:31:11,Realização F01 Coleta,closed,Virgem da Lapa,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Divisópolis,1392,2022-01-30 13:33:17,2022-02-08 17:30:43,Realização F01 Coleta,closed,Divisópolis,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Várzea da Palma,1391,2022-01-30 13:33:15,2022-02-08 17:30:25,Realização F01 Coleta,closed,Várzea da Palma,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Bocaiúva,1390,2022-01-30 13:33:14,2022-02-08 17:18:54,Realização F01 Coleta,closed,Bocaiúva,1,30,2022,2/2022,1/2022,06
